Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación hospitalaria|Envases/Empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Vehículos y otros medios de transporte
Siria|0.24151325|0.14099422|0.14328745|0.51811391|0.17247683|0.15986496|0.19166267|0.24481405|0.27876502|0.1907853|0.18133757|0.32281524|0.10056033|0.46662313|0.21514657|0.039985064|0.14946468|0.30608833|0.1533246|0.2532354|0.14367351|0.21649051|0.21506016|0.68375075|0.10456557|0.25281247|0.15904661|0.1942828|0.2975122|0.19061962|0.17262861|0.1254362|0.55220777|0.14892429|0.14154607|0.25295243|0.2971313|0.23171601|0.48714453|0.34430009|0.57804501|0.1191266|0.16706014
Somalia|0.35275257|0.28582963|0.49274617|0.29454917|0.32897529|0.27337727|0.27208239|0.38005728|0.29380804|0.28564897|0.33628327|0.36627626|0.25639614|0.19612795|0.37821019|0.26333681|0.33488011|0.48473734|0.25923464|0.41704458|0.23265234|0.31569749|0.30591458|0.28560427|0.18236181|0.28970748|0.24128807|0.34231105|0.40417799|0.29797119|0.27788451|0.58607137|0.26832247|0.26396859|0.3252297|0.33824858|0.43881679|0.35055983|0.26181355|0.37531224|0.22038032|0.25130144|0.73878562
Sri Lanka|0.025364511|0.26018912|0.11764425|0.35693944|0.021530537|0.0|0.0|0.029199883|0.062930457|0.029557511|0.041466717|0.024493257|0.026465744|0.023008043|0.043378964|0.18242252|0.043159571|0.050409064|0.27512047|0.059353381|0.0087484233|0.027703036|0.021840412|0.035658956|0.0095998887|0.02047929|0.00882232|0.02711913|0.029526681|0.0|0.004273599|0.0|0.18796426|0.057748608|0.5444631|0.024457701|0.073317155|0.0|0.16659403|0.10100794|0.32815203|0.35168856|0.0
Sudáfrica|0.15460858|0.63294816|0.49758178|0.14407837|0.15126881|0.67650557|0.64622194|0.25065812|0.51303661|0.19401455|0.50980085|0.22380185|0.61859059|0.66828686|0.22190237|0.38612691|0.59850854|0.32288945|0.4557876|0.22725004|0.50528145|0.63049579|0.66241151|0.158813|0.49455169|0.51368511|0.29619166|0.17379397|0.30379727|0.77349186|0.53140533|0.38914838|0.53970242|0.27615011|0.27380821|0.12127389|0.32800651|0.37118331|0.47312585|0.39933991|0.58860731|0.3227973|0.23735341
Sudán|0.27872202|0.19314665|0.45858619|0.28201568|0.17630604|0.1879729|0.18839216|0.31506771|0.14074653|0.24605943|0.21820414|0.17156093|0.049869038|0.074648254|0.30268323|0.082313552|0.1665073|0.44369781|0.20546558|0.17941678|0.21202829|0.31968024|0.25577411|0.57605803|0.56829393|0.15352109|0.62735885|0.18748304|0.24654382|0.24475312|0.20291391|0.44052649|0.55974019|0.22615632|0.19079372|0.1715655|0.34355158|0.31322548|0.17419356|0.1310685|0.7138074|0.13394079|0.23423034
Suecia|0.58157486|0.59309685|0.50080466|0.15508962|0.24183781|0.50162262|0.44238698|0.29653102|0.15328279|0.7431699|0.19635317|0.2176933|0.56788069|0.64554101|0.27744097|0.33826631|0.56918538|0.36165661|0.52849287|0.33828244|0.56304228|0.58537579|0.52592087|0.14967233|0.48360127|0.58209008|0.50750595|0.45544839|0.31930104|0.61831588|0.48076531|0.39996171|0.43982771|0.32486007|0.42954445|0.53921014|0.22752565|0.13750392|0.45493767|0.43682283|0.40407884|0.42223346|0.49244335
Suiza|0.68769044|0.6202848|0.37480557|0.17502293|0.62951732|0.43932468|0.54470396|0.1286549|0.50801468|0.72583365|0.60296464|0.014099544|0.59773147|0.66447407|0.53943503|0.36894292|0.46976882|0.212513|0.39115414|0.15968788|0.4256838|0.72687727|0.48012739|0.48705789|0.45183808|0.65089917|0.48795593|0.49050489|0.037111998|0.61342305|0.4861027|0.44956636|0.428985|0.6224519|0.77972084|0.5776664|0.13785027|0.33766019|0.32540017|0.16296245|0.33432055|0.36214715|0.48906374
Surinam|0.4921639|0.36376494|0.73690933|0.66919035|0.68537313|0.86069477|0.77197301|0.56557673|0.71982539|0.43858296|0.61812317|0.50998551|0.60510516|0.23479912|0.6841948|0.55228794|0.75148463|0.7304244|0.57295614|0.59527308|0.64866465|0.69912571|0.72383738|0.54550022|0.32067046|0.70406759|0.75220346|0.50312984|0.84137338|0.43295985|0.6932981|0.69763011|0.6854986|0.52252287|0.49152869|0.44464955|0.64518684|0.76322675|0.71921015|0.55925971|0.78403378|0.67362648|0.62506282
Tailandia|0.041635204|0.52377212|0.20668977|0.55972666|0.32103407|0.29603642|0.38433403|0.060859803|0.0|0.039481029|0.48968321|0.028053828|0.036109474|0.16056703|0.040260658|0.12630332|0.14536139|0.088833854|0.51286256|0.064730339|0.19164142|0.13214591|0.57240593|0.085681453|0.36774105|0.13728842|0.3430056|0.17684525|0.04560408|0.2561259|0.44105464|0.52898902|0.035125982|0.077784315|0.0|0.52014697|0.79136789|0.53949255|0.35340589|0.06318336|0.5817976|0.26575485|0.25423065
Taiwán|0.015242337|0.5427537|0.12463327|0.36686555|0.095772028|0.21840164|0.0099801691|0.015011707|0.1073941|0.010293317|0.0080013545|0.009694512|0.52843881|0.7523613|0.012284183|0.1333327|0.010963637|0.031407952|0.45910701|0.047129139|0.57772863|0.0043327156|0.0|0.0|0.47982916|0.42604661|0.087373428|0.01041984|0.016994767|0.34663647|0.10406318|0.26351759|0.13430181|0.042331837|0.057004102|0.48011538|0.0094210813|0.21438947|0.24701345|0.11887877|0.17252412|0.10384223|0.21161884
Tanzania|0.39457422|0.24709673|0.74387544|0.33091688|0.31239402|0.32068121|0.29800791|0.41596606|0.32429236|0.31899506|0.37566131|0.40890241|0.55335999|0.24512318|0.42380738|0.31564921|0.38471237|0.5282675|0.29544467|0.46973097|0.26490098|0.35478669|0.34697598|0.31841013|0.21175225|0.32834584|0.48363581|0.38361579|0.4402906|0.33483589|0.29072893|0.61893666|0.30143008|0.30521151|0.36381161|0.37681529|0.49378714|0.38522714|0.29456341|0.45171249|0.29197145|0.35936713|0.30752632
Tayikistán|0.10920705|0.061598733|0.047677014|0.069547422|0.1015891|0.072189726|0.0891231|0.094864443|0.20993268|0.086740822|0.094758257|0.11084943|0.12973532|0.13057387|0.12165396|0.19122581|0.091766685|0.13886246|0.054506667|0.12774198|0.048562184|0.090147391|0.081469439|0.062557623|0.44595164|0.086412765|0.064522974|0.093825206|0.098445848|0.084898531|0.059419364|0.054957509|0.076395199|0.063211732|0.068412706|0.076918691|0.14099947|0.090921178|0.044260133|0.239678|0.044933952|0.048033096|0.056262717
Togo|0.43586469|0.3892642|0.59109861|0.38528609|0.38523453|0.35987553|0.36976671|0.48436439|0.32723477|0.38021541|0.43226278|0.39116323|0.18214074|0.21168637|0.47317305|0.47880256|0.41144031|0.6157546|0.86120403|0.47252038|0.31996435|0.40265793|0.36249644|0.3807233|0.26603597|0.36716881|0.57862806|0.41633785|0.46824506|0.40517542|0.36514017|0.29453146|0.354568|0.38521522|0.42527193|0.40397811|0.55314261|0.44634914|0.46765077|0.27137229|0.34272903|0.30590266|0.36681342
Tokelau|0.43311357|0.37011608|0.29566014|0.36401245|0.40226457|0.31156763|0.30730569|0.48145515|0.36514369|0.35724226|0.42007473|0.44570005|0.31156391|0.30430549|0.45539027|0.39202738|0.36924106|0.58405125|0.30110237|0.52734578|0.3017765|0.34893751|0.39280698|0.35048759|0.24574187|0.37458199|0.27594969|0.43249816|0.47856185|0.3313005|0.33060727|0.23654488|0.30744818|0.36500561|0.4024218|0.42296183|0.52678406|0.42787296|0.30091333|0.49982145|0.30079925|0.27489725|0.34588525
Tonga|0.37067175|0.32823947|0.51600373|0.33840668|0.33195943|0.30305386|0.27789244|0.42470884|0.29084244|0.32936648|0.38276559|0.41691548|0.17369971|0.12608671|0.39136741|0.3784771|0.3625685|0.53326654|0.29821318|0.46035218|0.2494849|0.3517406|0.31962359|0.32756883|0.22181654|0.3154614|0.26575783|0.33357322|0.42313582|0.31451139|0.29994228|0.21570069|0.29762936|0.31238994|0.34549332|0.36771348|0.42117131|0.33484563|0.13309368|0.48921382|0.23442924|0.24823578|0.30471337
Trinidad y Tobago|0.78055644|0.47566074|0.63350159|0.57017028|0.70760632|0.77882457|0.88967007|0.4009847|0.7475512|0.30446836|0.71840584|0.32924095|0.81981403|0.36760813|0.6997813|0.77111757|0.7666291|0.55440199|0.62654483|0.48368341|0.72138345|0.6078366|0.75635266|0.70183504|0.65408802|0.67589265|0.7639637|0.6118024|0.77928251|0.73475784|0.7178483|0.63401425|0.67637849|0.47441405|0.80834198|0.3319822|0.50219083|0.81337124|0.7426374|0.53916484|0.73662758|0.63444716|0.67406046
Turkmenistán|0.3563253|0.28933734|0.23737589|0.30087295|0.33522993|0.27969611|0.28402871|0.38633823|0.29734832|0.28919992|0.33988431|0.37267122|0.26269674|0.20509562|0.38187876|0.26961035|0.33843127|0.48898157|0.2655437|0.42335296|0.23610094|0.68746912|0.30941644|0.29459932|0.33531815|0.2959868|0.69090044|0.3458356|0.40773076|0.30159405|0.28415397|0.53494978|0.27185115|0.27023461|0.33175993|0.34452122|0.44533807|0.35423392|0.22465484|0.38702083|0.4900825|0.21468112|0.27215558
Turquía|0.53161895|0.60049897|0.30974585|0.45174938|0.51807332|0.48765045|0.51473361|0.16444363|0.098335922|0.74973607|0.11592916|0.66605163|0.29405147|0.6161629|0.13324846|0.23124947|0.64650518|0.24494809|0.60006881|0.1146308|0.52685022|0.42133796|0.58603454|0.42737156|0.43348259|0.55427361|0.4660868|0.54091376|0.086317688|0.48190522|0.40080354|0.50635117|0.46988046|0.53908604|0.18792668|0.09530174|0.15441006|0.6167115|0.39434081|0.093866557|0.43638402|0.4920046|0.22100876
Tuvalu|0.29779559|0.27702901|0.22371081|0.29751912|0.29979762|0.25683814|0.22562186|0.37324283|0.11161598|0.29246995|0.30688101|0.35827112|0.060674094|0.05366645|0.32972357|0.32844007|0.24327609|0.47424757|0.22745137|0.40328115|0.19527391|0.30811885|0.30121148|0.29160446|0.18654674|0.29888237|0.22530413|0.33021712|0.39271784|0.27453217|0.2338551|0.19391346|0.26178831|0.26108313|0.30977219|0.34143817|0.43293956|0.28648442|0.26563859|0.35403556|0.26105773|0.17174298|0.26429057
Túnez|0.53637111|0.30138698|0.22079355|0.72413546|0.5328849|0.53525096|0.21892729|0.42152601|0.38295448|0.7818737|0.36252201|0.3100363|0.12695137|0.48424098|0.32621813|0.45951867|0.37505704|0.57185185|0.69386733|0.31871817|0.53957474|0.34219068|0.27889878|0.32461008|0.20476064|0.34626636|0.52398586|0.37380734|0.38960591|0.29169965|0.27425894|0.40979889|0.28300649|0.38808316|0.81730902|0.34727997|0.48720658|0.33176687|0.51931232|0.2271685|0.55880201|0.41579396|0.28566504
Ucrania|0.61034226|0.5268091|0.2895751|0.63068569|0.35164943|0.39252174|0.39175487|0.39701989|0.52185184|0.83774602|0.32159105|0.37586525|0.38997358|0.67361575|0.34330207|0.3955093|0.31896067|0.46449855|0.19920883|0.43424943|0.50982952|0.29619145|0.5426091|0.55042768|0.66837519|0.70126683|0.2445296|0.68362463|0.41660017|0.5866406|0.25171226|0.37076572|0.23681277|0.70087481|0.21073452|0.25579703|0.44820654|0.30643436|0.52281618|0.31630734|0.44970927|0.50605798|0.57723588
Uganda|0.098577209|0.024242714|0.035550173|0.063667096|0.075081736|0.044391103|0.32536492|0.072512329|0.044843316|0.066227831|0.11187774|0.054608867|0.042480282|0.057246812|0.097935274|0.33482867|0.072302215|0.11502104|0.045037527|0.10013169|0.036123|0.079638653|0.063714661|0.37085536|0.033416498|0.063248277|0.30954707|0.080421299|0.061733194|0.056601569|0.04604242|0.41768134|0.06917084|0.046567693|0.61317623|0.05447159|0.12222438|0.063253619|0.030669039|0.10393538|0.23168105|0.28096601|0.66647226
Uruguay|0.87058401|0.40636545|0.64872742|0.73322749|0.73740512|0.78194129|0.78202748|0.60367757|0.36850905|0.47132802|0.46526182|0.47025192|0.67903864|0.65779626|0.90803695|0.69404387|0.78409773|0.7054019|0.56956899|0.61454546|0.68680274|0.81781578|0.82902658|0.75426811|0.64110726|0.56315863|0.80433464|0.85467196|0.50853699|0.73853469|0.79645747|0.6672312|0.81441772|0.72065634|0.7092216|0.81274271|0.65782034|0.80151975|0.70849943|0.61959845|0.77750844|0.67942166|0.80530858
Uzbekistán|0.076061651|0.034631059|0.27000028|0.026497304|0.054880664|0.032442689|0.044877198|0.037178639|0.11498986|0.035586074|0.076959237|0.049422834|0.022525981|0.099931836|0.06495706|0.25697562|0.050236747|0.067392088|0.023432951|0.080445156|0.016088672|0.054012727|0.042542093|0.046068612|0.041150443|0.040993057|0.023176737|0.060482919|0.042248249|0.031043235|0.022711523|0.02236712|0.049786974|0.017888252|0.013084808|0.039621528|0.086852126|0.033180144|0.0028066281|0.15865687|0.0098717073|0.0057286518|0.02768321
Vanuatu|0.17188182|0.16488451|0.35105202|0.19336697|0.21823664|0.1841034|0.16293916|0.214432|0.19102021|0.16857822|0.16182211|0.17883347|0.056961056|0.010308152|0.20008844|0.27271971|0.18845391|0.28168917|0.14644295|0.19739239|0.11940208|0.22470039|0.21040086|0.20977432|0.088721856|0.12946242|0.16219434|0.21955737|0.23680949|0.18118498|0.15113345|0.1284187|0.17051709|0.14315948|0.18170939|0.19246893|0.33101979|0.20233926|0.15353869|0.12697035|0.15869544|0.16025776|0.17071369
Venezuela|0.98229223|0.76823676|0.85645634|0.86004484|0.84621644|0.91689503|0.97244668|0.95351481|0.84582889|0.51256001|0.91693014|0.61617923|0.83193421|0.44274175|0.87553465|0.85203892|0.94984311|0.96507359|0.80380702|1.0|0.6835016|0.89950544|0.91177279|0.91771507|0.43656433|0.81340247|0.8217659|0.83945602|1.0|0.75508904|0.80686378|0.84876943|0.75563169|0.76911128|0.99405402|0.62816465|0.7955209|0.92589426|0.90705729|1.0|0.901393|0.78861046|0.81692785
Vietnam|0.086334504|0.51666248|0.46760046|0.44502538|0.038164038|0.1725186|0.069117464|0.77671444|0.0058068708|0.0764248|0.029405735|0.77626777|0.0|0.43055636|0.0049176845|0.065233581|0.047158659|0.14418106|0.58593976|0.87959582|0.43965298|0.17170036|0.097740367|0.44694304|0.40435001|0.30649579|0.18155999|0.041293643|0.11424299|0.027505718|0.51342469|0.20004216|0.74932927|0.13967909|0.45766944|0.83298951|0.093982443|0.65964514|0.36258355|0.67704225|0.3458339|0.23188382|0.034615304
Yemen|0.30996969|0.16815381|0.55101562|0.24783418|0.2827177|0.41504163|0.23432741|0.3286072|0.22983214|0.2125974|0.27940136|0.30190441|0.4893609|0.032897606|0.33339563|0.26025212|0.29680741|0.40651771|0.21732509|0.28551105|0.13736284|0.59465098|0.26321536|0.70571232|0.15458718|0.2049796|0.2162036|0.30793726|0.34964368|0.25904652|0.22683784|0.17887092|0.22676852|0.21844834|0.28154138|0.24386926|0.38391036|0.30057901|0.34145239|0.11009839|0.65351796|0.19793643|0.22704297
Yibuti|0.30070043|0.1992386|0.34077543|0.22796944|0.22267279|0.19903263|0.45733505|0.33856624|0.17333308|0.26094314|0.2409173|0.28311858|0.039442424|0.039377041|0.34641153|0.073117718|0.60688925|0.43667626|0.17321318|0.34464988|0.17552036|0.14306872|0.16718483|0.20692512|0.12154052|0.25594699|0.50134349|0.2162067|0.34026581|0.22147036|0.18686783|0.76091498|0.20850313|0.21569702|0.23228991|0.26480108|0.30192107|0.21825084|0.075923696|0.21068819|0.50418288|0.1788699|0.1757752
Zambia|0.26259798|0.14468768|0.60030556|0.54115486|0.20642395|0.21017179|0.17047232|0.27810973|0.14934854|0.22587118|0.20317104|0.15269494|0.48291403|0.077725269|0.23255|0.37208304|0.25630456|0.37862557|0.18319809|0.18435429|0.16531026|0.27026045|0.15696377|0.24682726|0.14051843|0.16921431|0.18733299|0.20380706|0.27232397|0.21820995|0.19702947|0.49131608|0.19424748|0.30224234|0.22940214|0.27037781|0.38689986|0.2739242|0.25617379|0.13724613|0.18903798|0.16464418|0.43358546
Zimbabue|0.16677555|0.10365824|0.085912377|0.11858019|0.13691172|0.085808508|0.10231869|0.14739645|0.1834264|0.13534406|0.15021729|0.089654855|0.089650497|0.025980175|0.16477501|0.35344329|0.12911114|0.21998817|0.10885967|0.14730345|0.087032668|0.15837593|0.12018187|0.10318495|0.06588611|0.11946249|0.096496925|0.14619839|0.14208262|0.12457538|0.097793549|0.57834971|0.12449759|0.18350995|0.13228649|0.1180294|0.21219462|0.15009376|0.058098853|0.11577645|0.089408278|0.070251703|0.10849424
