Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación hospitalaria|Envases/Empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Vehículos y otros medios de transporte
Somalia|0.37169647|0.14681722|0.53840202|0.12751076|0.25381741|0.24256065|0.18774399|0.18855824|0.70670748|0.31274095|0.15161549|0.17123179|0.15753087|0.19743377|0.30702335|0.14397006|0.23929393|0.09783975|0.17258136|0.11773325|0.13300662|0.13936695|0.18537381|0.14689232|0.17081638|0.52302641|0.16491175|0.38286275|0.47321343|0.1614826|0.16543834|0.14773279|0.36468107|0.048312083|0.2240327|0.13659097|0.084029071|0.085176788|0.11394556|0.10970995|0.11482945|0.34710211|0.12449151
Sri Lanka|0.49785602|0.30625182|0.3579576|0.48975432|0.16760482|0.37123966|0.36999738|0.15514976|0.65637344|0.125882|0.24527335|0.20877194|0.39146918|0.25125179|0.20398557|0.35707754|0.29746744|0.42554438|0.28881922|0.16743919|0.30413532|0.48332161|0.36971182|0.47145396|0.2700502|0.52887231|0.53284752|0.37238818|0.60121876|0.33194333|0.35147259|0.50937378|0.24956581|0.32209539|0.38506407|0.36450267|0.45493728|0.66583121|0.6482572|0.27558911|0.56696224|0.62836897|0.27242649
Sudáfrica|0.60538876|0.38018572|0.47888786|0.73238111|0.60937369|0.70011586|0.72274256|0.52946866|0.40737644|0.60605448|0.4268356|0.5700621|0.59008533|0.53917313|0.63280791|0.54949951|0.46911502|0.41628125|0.46330124|0.24461451|0.63481522|0.72746503|0.42623693|0.65484118|0.43743819|0.34428364|0.66275346|0.44170007|0.42241323|0.53956544|0.54243815|0.57529449|0.49695924|0.62285256|0.46806747|0.6221664|0.53599519|0.6113869|0.66494501|0.554829|0.72377455|0.62072289|0.45407027
Sudán|0.16320015|0.033591446|0.097871549|0.21510291|0.30684176|0.20443034|0.1443262|0.059720855|0.69374448|0.086287618|0.052806884|0.062679447|0.11272536|0.45393848|0.26149264|0.063786618|0.099973947|0.13300753|0.18013039|0.044392172|0.065048501|0.085691534|0.19671932|0.13788886|0.071010649|0.11352402|0.06858097|0.35695922|0.13727689|0.092912443|0.087529972|0.12251466|0.086424083|0.044439163|0.11864971|0.02020365|0.11729741|0.13171051|0.18768682|0.053048801|0.097893588|0.20699087|0.09507186
Suecia|0.83798307|0.97883695|0.84918016|0.7546376|0.91981965|0.93189543|0.91176987|0.80081439|0.58348548|0.76745045|0.91529608|0.79521537|0.8348105|0.82743418|0.89432633|0.87310767|0.8041026|0.77735901|0.76770818|0.89474261|0.66864562|0.85025495|0.85010993|0.71021563|0.8619076|0.86296564|0.8890152|0.79288679|0.88254029|0.90092552|0.93267357|0.83531421|0.84460056|0.8520596|0.62717998|0.85697365|0.87678695|0.62626565|0.74912918|0.73057735|0.8205446|0.88209856|0.82956243
Suiza|0.80783355|0.8918432|0.90532035|0.77200222|0.98635948|0.9702515|0.83439529|0.90328634|0.79829454|0.88421369|0.94662446|0.88134992|0.83925128|1.0|0.97667015|1.0|0.73007864|0.88508117|0.96932912|0.90403587|0.74175322|0.90223402|0.96533239|0.97877395|0.98160577|0.91428143|0.86244351|0.85166544|0.75088346|0.92461097|1.0|0.84277612|0.94679284|0.97954679|0.86864185|0.94931346|0.98240864|0.79570127|0.88803929|0.73345548|0.77978963|0.98944408|0.92669475
Surinam|0.57670271|0.44570428|0.61517501|0.63185275|0.33117184|0.52351582|0.60747313|0.69335985|0.76764959|0.37437218|0.66771138|0.43940973|0.46782652|0.30311841|0.42729071|0.67811573|0.53171873|0.71841091|0.42656052|0.6678257|0.55965912|0.52076364|0.65368426|0.42831725|0.48723048|0.57051682|0.40746489|0.28209728|0.61908412|0.43500179|0.56946778|0.70111257|0.43181336|0.49077737|0.39725637|0.36162913|0.38602221|0.42637897|0.44691437|0.38323969|0.59483838|0.36100686|0.59324718
Tailandia|0.39157742|0.73991787|0.63857937|0.82477283|0.63304627|0.55771953|0.74706352|0.37599814|0.48102966|0.47602719|0.39144796|0.53896368|0.62897015|0.54410541|0.55857754|0.52925229|0.46147686|0.69853866|0.84234113|0.36990792|0.6192072|0.67243862|0.59940159|0.65833288|0.61658734|0.55966002|0.81037384|0.68865722|0.68404675|0.52678746|0.58210111|0.92508411|0.50806284|0.67380351|0.63013703|0.64201462|0.70622468|0.84291029|0.73914319|0.41200721|0.85268688|0.56275332|0.43841478
Taiwán|0.67717314|0.72613442|0.78194106|0.6524719|0.91111279|0.75415957|0.69828129|0.61303425|0.79135776|0.41747028|0.78793836|0.89000964|0.70672667|0.84182942|0.64827931|0.54564542|0.79667222|0.89942217|0.87384605|0.56633508|0.66525221|0.81622088|0.60381424|0.75201619|0.5099175|0.70765674|0.89542234|0.85980904|0.79483235|0.67678237|0.66802078|0.93891323|0.67825568|0.89471984|0.8511889|0.83204114|0.7220372|0.85931575|0.73524809|0.65823948|0.93993616|0.6409018|0.79362643
Tanzania|0.53388828|0.20563525|0.30916715|0.64557862|0.37029609|0.46127009|0.58860815|0.35238701|0.7562781|0.2652173|0.41318351|0.31687909|0.32284492|0.47646627|0.47287357|0.71230114|0.47228163|0.73429227|0.40668848|0.29384762|0.35721195|0.49487805|0.51422179|0.54540622|0.34409156|0.24655494|0.50388157|0.36747789|0.34906489|0.42451924|0.44605905|0.65289152|0.30030781|0.46229082|0.37813085|0.28718302|0.47788715|0.58588409|0.64504331|0.34043205|0.5911023|0.46366373|0.63634461
Tayikistán|0.49054766|0.20283538|0.39986822|0.41431382|0.3034232|0.31424394|0.22557443|0.33179188|0.63997722|0.50105184|0.31142816|0.29722187|0.53162116|0.2127206|0.22700027|0.24831179|0.37364125|0.2462782|0.16858849|0.40631956|0.32864976|0.35618991|0.23148924|0.3175143|0.54217225|0.23500901|0.22302371|0.24638256|0.27022505|0.19439045|0.41732925|0.43124855|0.54864836|0.36729699|0.47432235|0.20546257|0.16534251|0.28654835|0.33398518|0.06687279|0.36618918|0.19903842|0.3725757
Togo|0.30996484|0.37609181|0.19778691|0.19801281|0.086554505|0.14273287|0.16249087|0.29899684|0.38292965|0.17618352|0.27454627|0.10883925|0.11863726|0.068526112|0.26775652|0.25191265|0.17163105|0.23187372|0.25653869|0.20335382|0.28867745|0.18640666|0.33949003|0.34039059|0.15293953|0.1318785|0.18711276|0.12006402|0.31562811|0.088078238|0.24620616|0.21497247|0.13684671|0.10956578|0.15302187|0.13380276|0.12770522|0.24942014|0.43672425|0.1437639|0.23271719|0.33241457|0.32973856
Tokelau|0.27662778|0.43098885|0.38928553|0.36611891|0.24256897|0.2531355|0.41456485|0.46001381|0.30192387|0.38025138|0.38795394|0.35765308|0.34795508|0.28971761|0.25465447|0.22121516|0.24498981|0.94302917|0.39490014|0.46325484|0.32204315|0.45216513|0.2256856|0.33344626|0.3542186|0.32088315|0.38523611|0.26531634|0.37376297|0.25193024|0.29588848|0.32650465|0.34855247|0.33335352|0.27271745|0.54167747|0.44377524|0.24253041|0.31234398|0.42555034|0.3513602|0.24262902|0.41004688
Tonga|0.38027611|0.58131647|0.609694|0.39065123|0.53553444|0.51105464|0.24351865|0.83568496|0.59615487|0.36970443|0.54830444|0.62396276|0.3950271|0.14707948|0.385548|0.56468302|0.38683528|0.54446107|0.35996193|0.72702968|0.32539594|0.47332519|0.41028327|0.25910348|0.38932973|0.45332408|0.36410138|0.32119554|0.66305655|0.42855835|0.49649444|0.27646124|0.50501686|0.19524369|0.17559907|0.86060512|0.46465003|0.34124672|0.31879261|0.42886972|0.26498061|0.30676225|0.35151118
Trinidad y Tobago|0.36231357|0.34132606|0.36765528|0.25558224|0.27061754|0.35104978|0.29249787|0.32026255|0.56543303|0.42942759|0.31856912|0.42737645|0.36579591|0.37611306|0.24080864|0.36672461|0.36677325|0.10476419|0.20275|0.42286208|0.37887862|0.31130892|0.45848891|0.37527302|0.33358148|0.40269232|0.23305461|0.20196775|0.54323947|0.30898306|0.52529705|0.39805406|0.32116511|0.24400786|0.35410213|0.3579334|0.24957532|0.43996477|0.37585109|0.4596594|0.24636465|0.17460135|0.35631102
Turkmenistán|0.40468514|0.25510234|0.3122189|0.42953506|0.48897225|0.35640252|0.3829864|0.49852073|0.60864007|0.40778744|0.2790924|0.42460465|0.43036386|0.32250249|0.32297564|0.2935074|0.32419533|0.56101543|0.24038142|0.31929427|0.48149461|0.35986111|0.26521942|0.34984189|0.50110161|0.39226174|0.37329537|0.43495917|0.26329052|0.28745851|0.46317661|0.53672647|0.42861584|0.23158377|0.30435598|0.31676701|0.43356252|0.26333848|0.29004306|0.31040233|0.38399011|0.24566102|0.36443752
Turquía|0.7338509|0.37304941|0.57727945|0.84021795|0.50028443|0.49824673|0.8246417|0.43947601|0.52123386|0.62632227|0.52279615|0.6445992|0.71870828|0.64063811|0.45729941|0.42547405|0.52167958|0.64306247|0.60283202|0.37300411|0.71026957|0.7338981|0.53316665|0.72010702|0.47594938|0.51854658|0.63247323|0.61638391|0.30518439|0.50855219|0.45732811|0.94565523|0.38506302|0.66180527|0.87724805|0.50956875|0.60593927|0.89390099|0.95349574|0.48027134|0.86988145|0.58875346|0.55510342
Tuvalu|0.30371955|0.44276851|0.54872811|0.3163116|0.45250124|0.39919388|0.40991884|0.69011039|0.51596427|0.41161954|0.44802684|0.44296515|0.37846005|0.41751984|0.42030868|0.49617553|0.36002398|0.73097277|0.45386291|0.65255076|0.382182|0.38964194|0.3443751|0.28054908|0.23557907|0.43060553|0.37713718|0.37591797|0.43370056|0.4205896|0.56077284|0.47789311|0.53405452|0.239786|0.44745761|0.69285375|0.38184458|0.36866015|0.34055126|0.4446733|0.33896762|0.42385745|0.89631093
Túnez|0.47021598|0.49733341|0.43159568|0.53047729|0.46369022|0.50742924|0.5819304|0.32484028|0.56989086|0.68886161|0.29433054|0.42176926|0.50166678|0.68691444|0.56270063|0.46142623|0.51756185|0.54931021|0.68601197|0.30982423|0.5470469|0.5791887|0.63931262|0.54245353|0.38315991|0.33199987|0.61459982|0.45276409|0.40888116|0.41286075|0.59861302|0.62411726|0.49981767|0.25760078|0.80649459|0.41473854|0.57744515|0.72826129|0.77560937|0.20637658|0.62717396|0.72141814|0.5404644
Ucrania|0.50497311|0.77892393|0.62201297|0.91579449|0.71724749|0.77144194|0.71370518|0.57696843|0.45518309|0.84658301|0.78088284|0.40511301|0.89178288|0.76775408|0.7372067|0.46420383|0.81206346|0.16271831|0.74909765|0.7072531|0.85368651|0.78580815|0.57842004|0.75991571|0.73523474|0.7156347|0.69843322|0.60151899|0.63047075|0.66870189|0.77590859|0.66840887|0.54210126|0.61967349|0.52930915|0.60527474|0.67895699|0.80646729|0.79700398|0.74753153|0.69779015|0.75168014|0.82673907
Uganda|0.65110421|0.29023212|0.37456769|0.56580174|0.37476435|0.44527698|0.44924676|0.38592458|0.54958493|0.44171673|0.33394182|0.26106018|0.32774234|0.35629708|0.49419332|0.62453526|0.43839186|0.70782763|0.29644588|0.42650616|0.41210437|0.5486986|0.46169674|0.55362284|0.40911865|0.37458423|0.44406879|0.3170104|0.32729691|0.35075462|0.34845772|0.58028054|0.26381758|0.41907284|0.52469283|0.30972624|0.39312667|0.58899319|0.61419439|0.34918073|0.53925538|0.46804976|0.56156301
Uruguay|0.49479204|0.34588802|0.56942153|0.88813388|0.49599904|0.56974679|0.5693866|0.30265918|0.50780582|0.66517359|0.46319407|0.62869954|0.62151045|0.58806825|0.59429443|0.6273964|0.54406023|0.46575576|0.51387501|0.5014866|0.47736567|0.53480136|0.53611308|0.50847083|0.53850031|0.47406021|0.51486397|0.44817749|0.33819509|0.55047238|0.57275593|0.5192439|0.44349098|0.43444139|0.43880931|0.49706462|0.54227555|0.54798853|0.60505593|0.70518053|0.58815372|0.49686149|0.50385129
Uzbekistán|0.54292047|0.27653027|0.45132321|0.33419335|0.28699756|0.36664397|0.5488224|0.41856882|0.4364855|0.51608121|0.25983688|0.6773566|0.51815379|0.43451345|0.20806366|0.30025896|0.41950464|0.44834787|0.26117435|0.33367097|0.44129223|0.4908385|0.31155536|0.53423971|0.61100614|0.26690012|0.42670482|0.39625531|0.36867678|0.34669101|0.5101077|0.68194342|0.59854317|0.43735564|0.43498087|0.53723037|0.29808217|0.46054611|0.53075683|0.20071356|0.49137935|0.28650811|0.42009765
Vanuatu|0.25123772|0.47340983|0.45532137|0.17962973|0.43927902|0.37492514|0.29692781|0.62209523|0.46921009|0.3374393|0.3669228|0.23826075|0.30741185|0.32598537|0.36837441|0.47279382|0.27931732|0.5643788|0.43027976|0.61849457|0.38866484|0.33532625|0.28657582|0.21666613|0.18439089|0.31413245|0.25683314|0.3634513|0.4461031|0.40393713|0.3837443|0.30990863|0.40231979|0.28067356|0.28810689|0.30686483|0.4210788|0.25531292|0.21954909|0.34616345|0.22409758|0.31757057|0.39261699
Venezuela|0.25446382|0.050006293|0.26973948|0.073370822|0.12931694|0.2304866|0.15265666|0.090559371|0.37382585|0.0046308772|0.091694199|0.04272639|0.10116483|0.072425708|0.29330742|0.044500202|0.18901226|0.015763463|0.057430133|0.27875149|0.12082997|0.13068992|0.074268162|0.10058489|0.054264683|0.097987577|0.12591499|0.14081816|0.10237124|0.24875012|0.060535055|0.052471213|0.068759434|0.07409668|0.18643996|0.14492863|0.051783931|0.090351179|0.15051919|0.11900014|0.088038817|0.16042614|0.044769984
Vietnam|0.6458832|0.57796228|0.73995006|0.58851683|0.47703019|0.51731646|0.63113874|0.67405498|0.8871851|0.4616493|0.51273066|0.75554734|0.53982294|0.41418141|0.49069387|0.60381919|0.57988691|0.78492314|0.62203383|0.53058732|0.30772239|0.51363432|0.4363946|0.60099721|0.56672549|0.6012367|0.76064992|0.50654924|0.6332432|0.44805038|0.44955373|0.77111971|0.52308524|0.54094553|0.77886307|0.519683|0.55573076|0.83304429|0.93676817|0.72217155|0.76084781|0.73586726|0.58703709
Yemen|0.21076946|0.10481336|0.27341968|0.05594895|0.16470751|0.19705422|0.13229541|0.31167638|0.21691898|0.028339742|0.20001478|0.07405436|0.24680561|0.11859266|0.27935416|0.030039411|0.12709084|0.055722643|0.15415974|0.07879404|0.038668979|0.11728164|0.20977411|0.097769938|0.050870039|0.25738707|0.059165675|0.18532845|0.37857968|0.16608565|0.13875712|0.11757168|0.17307012|0.01892083|0.33315951|0.21852794|0.057162777|0.15234624|0.16831921|0.0264834|0.077337995|0.23638958|0.091874152
Yibuti|0.79960728|0.20956939|0.34477749|0.71895397|0.58859599|0.42038655|0.25353277|0.23982427|0.87572682|0.35025758|0.22880346|0.19015959|0.22103864|0.23174392|0.59044093|0.25609851|0.32761872|0.31742546|0.35362864|0.21018577|0.17148064|0.19558856|0.28331378|0.17365555|0.22150636|0.53306627|0.21786895|0.34169006|0.33540738|0.33794352|0.46639428|0.28627783|0.42258185|0.12554833|0.49863851|0.24310848|0.30163896|0.30085462|0.46021789|0.21860182|0.2950021|0.51215088|0.33686748
Zambia|0.56407648|0.61815399|0.30545253|0.81279099|0.32371289|0.46434754|0.638466|0.53960061|0.31437531|0.4692511|0.3993246|0.37067682|0.38420653|0.46416116|0.44976988|0.55774963|0.31819594|0.62137151|0.32937837|0.31298342|0.39357692|0.51006126|0.60674238|0.57242745|0.46260345|0.29733846|0.45568666|0.30383945|0.39111722|0.3963145|0.52233493|0.5541873|0.35869294|0.44155067|0.33803284|0.43528846|0.48120981|0.54517341|0.59299779|0.47649717|0.58452916|0.41497982|0.58362365
Zimbabue|0.36822593|0.097630925|0.1529862|0.59215236|0.10266104|0.18967658|0.27394557|0.16208802|0.14838685|0.045265619|0.11209651|0.13315959|0.12179436|0.020655418|0.15244055|0.26551431|0.1127425|0.11124875|0.073197581|0.059845053|0.079130784|0.2555078|0.30731305|0.39438158|0.31575364|0.054794822|0.17758659|0.084387027|0.16928183|0.13384102|0.20962396|0.27113965|0.1248244|0.14305809|0.21157213|0.17051348|0.1218355|0.34619868|0.31543469|0.16877875|0.35793793|0.11922354|0.24161315
