Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Bielorrusia|Belice|Benín|Bermudas|Bhután|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Caribe Nep|Chad|Chile|China|Chipre|Comoras|Congo|República Democratica del Congo|Corea, República Popular Democrática de|Corea del Sur|Costa Rica|Croacia|Cuba|Curaçao|Costa de Marfil|Dinamarca|Yibuti|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos Minor periferico Islas|Estados Unidos|Estonia|Eswatini|Etiopía|Fiyi|Filipinas|Finlandia|Francia|Gabón|Gambia|Georgia|Ghana|Granada|Grecia|Guatemala|Guinea|Guinea Ecuatorial|Guinea-Bisáu|Guyana|Haití|Honduras|Hong Kong|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimanes|Islas Cocos (Keeling)|Islas Cook|Islas Marshall|Islas Salomon|Islas Wallis y Fortuna|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kiribati|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|República de Macedonia|Madagascar|Malasia|Malawi|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia, Estados Federados de|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Namibia|Nauru|Nepal|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palau|Palestina, Estado de|Panamá|Papua Nueva Guinea|Paraguay|Países Bajos|Perú|Polinesia Francesa|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Dominicana|Siria|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Samoa|San Martin (parte Holandesa)|San Pedro y Miquelón|San Vicente y las Granadinas|Santa Lucia|Santo Tome y Principe|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Timor-Leste|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Zambia|Zimbabue
Carnes y despojos comestibles (porcino)|0.043844335|0.044946142|0.044687416|0.093669765|0.11120774|0.060997665|0.065135986|0.030457366|0.015395915|0.093092129|0.081824541|0.023099231|0.032608461|0.068829119|0.069897398|0.089358747|0.073236965|0.020617913|0.01393211|0.064729296|0.013650421|0.021765064|0.074719556|0.2778329|0.037026599|0.072512157|0.06679932|0.062962651|0.11794066|0.074655026|0.0588741|0.034210324|0.053480804|0.057319559|0.042967163|0.023094602|0.0|0.19523509|0.086863548|0.0061657019|0.076163352|0.019923624|0.067406818|0.13364501|0.093030445|0.081338853|0.053115703|0.045242827|0.046273489|0.055579945|0.23695314|0.71612608|0.008781679|0.086268887|0.056938477|0.026572717|0.039878994|0.027332913|0.038933348|0.27182057|0.1266077|0.073089361|0.0032399483|0.10201828|0.0|0.077050902|0.022181313|0.0078550484|0.045053229|0.065888628|0.070486076|0.050921448|0.031653836|0.11364253|0.1058104|0.051857285|0.072622247|0.044790637|0.012530923|0.090346634|0.034564771|0.072033472|0.033407085|0.03086964|0.044184845|0.62224567|0.05406205|0.086019307|0.14726403|0.079053298|0.046770439|0.076474398|0.043668717|0.040448427|0.19523509|0.2122122|0.21696857|0.087547898|0.24256745|0.025451984|0.044847481|0.03959085|0.051670305|0.011557646|0.022342622|0.023965741|0.09788233|0.24150687|0.037546299|0.078713924|0.23206776|0.050570704|0.12697218|0.045067206|0.08123944|0.09839268|0.042876493|0.1015121|0.051992282|0.071620584|0.078326955|0.042912938|0.071473345|0.04218113|0.067989677|0.061141804|0.096495993|0.056569509|0.081578575|0.092558585|0.054207738|0.053736113|0.088294931|0.024139855|0.02350443|0.060873996|0.053332645|0.2969017|0.017546766|0.040516295|0.080136485|0.051022597|0.03051798|0.065742701|0.022733856|0.05340831|0.30754167|0.049580205|0.048115496|0.078206904|0.014785655|0.034877442|0.013463857|0.06797073|0.014323618|0.02056966|0.033439886|0.018485101|0.091822565|0.020470213|0.018249715|0.058894731|0.046771605|0.018420069|0.027659386|0.032937698|0.076889262|0.19523509|0.18234992|0.061788611|0.023788843|0.052311398|0.026410785|0.021142691|0.08033447|0.012944723|0.021053391|0.052960861|0.0063214675|0.017488284|0.068831198|0.02116188|0.013939666|0.044086993|0.035528176|0.017274948|0.007836137|0.061555315|0.099122584|0.05113887|0.19523509|0.068695791|0.027061807|0.056506407|0.082371369|0.22460423|0.0069642868|0.046401545|0.0060784332|0.049859121|0.087328769|0.07602077|0.61177802|0.6554507|0.042147238|0.070739515|0.03010406
Cartulinas para plegadizas|0.37892401|0.39386141|0.36483836|0.53668833|0.41290656|0.40204474|0.30066049|0.25735721|0.33503211|0.42019695|0.37293845|0.087358892|0.19960982|0.12993822|0.36975175|0.28852224|0.38855267|0.35040975|0.20614357|0.35244894|0.26459783|0.35697287|0.30197191|0.74236655|0.29616982|0.37429807|0.43669891|0.37306595|0.37267306|0.34377155|0.33102474|0.44970977|0.13215663|0.31261525|0.44424748|0.43737823|0.39939368|0.81104541|0.41427696|0.57117748|0.53355956|0.2961053|0.45681411|0.48642856|0.32104266|0.49991405|0.7762078|0.46109271|0.34110779|0.22534996|0.64296877|0.26949668|0.24295169|0.46886086|0.36565316|0.63166416|0.36848328|0.80494571|0.2027168|0.77715456|0.30629933|0.17315687|0.35039908|0.47353718|0.2016239|0.35720736|0.44092572|0.42325279|0.33561793|0.3201234|0.10050242|0.2775102|0.38713834|0.40987605|0.41481966|0.28783643|0.33299336|0.28112298|0.61781037|0.4109644|0.32626238|0.37635404|0.23282169|0.2391779|0.39732772|0.49355954|0.2023762|0.45231813|0.40284383|0.42751303|0.29728153|0.49340779|0.27588162|0.28722417|0.81104541|0.69867504|0.81674182|0.44783255|0.7507391|0.2861636|0.1083034|0.8278504|0.2591522|0.3270739|0.27549225|0.3101463|0.47777256|0.74900061|0.28114271|0.38578194|0.72832286|0.29948583|0.43484721|0.33819368|0.34897259|0.39013416|0.33097619|0.35819697|0.37179592|0.42377895|0.34586626|0.45770687|0.31614041|0.31279182|0.36595768|0.33581915|0.35633978|0.37597662|0.41885257|0.3647106|0.32995033|0.3258495|0.501652|0.31684178|0.37050664|0.33722979|0.35156891|0.74478209|0.3549768|0.19823255|0.45641863|0.28371108|0.24155024|0.41339818|0.28324765|0.38500023|0.7084102|0.50930101|0.4989922|0.36759317|0.22722986|0.47481924|0.3192848|0.34544584|0.21689722|0.22262363|0.27763706|0.14797716|0.53636032|0.23169145|0.72389817|0.52593166|0.41932285|0.24025008|0.19445793|0.31813166|0.38431662|0.81104541|0.67161155|0.35730332|0.27272072|0.34647644|0.32835752|0.29832321|0.31536275|0.36561534|0.21093455|0.44966131|0.37271962|0.24849418|0.44280422|0.24876226|0.18251149|0.88748306|0.26377547|0.68521941|0.34535712|0.44707382|0.35051364|0.50356501|0.81104541|0.40559262|0.60801506|0.45620587|0.58514321|0.76388073|0.27545476|0.21800512|0.28800148|0.2346848|0.45652536|0.41378862|0.72189271|0.30447876|0.43430939|0.40770149|0.45158699
Caucho (artículos industriales)|0.27587265|0.27390274|0.071982063|0.42187506|0.3140958|0.31836534|0.23828506|0.46758515|0.20590004|0.423464|0.26710945|0.33256817|0.30677158|0.11123048|0.24592388|0.63805938|0.28387004|0.26695114|0.50356585|0.26437128|0.24634449|0.33174714|0.24416205|0.65190792|0.64789617|0.2762185|0.27407879|0.22308935|0.35080308|0.13037108|0.30423898|0.29990107|0.1018362|0.27543586|0.10589373|0.2255892|0.34942839|0.65774792|0.34917092|0.43700403|0.064897873|0.22432482|0.30211806|0.40545034|0.30646747|0.40754944|0.38996032|0.5710355|0.24927126|0.75382686|0.46853846|0.2094413|0.13027649|0.30009228|0.27780151|0.58303487|0.26655811|0.38523629|0.3765583|0.68042052|0.17003587|0.11531229|0.52466464|0.37899137|0.21952812|0.28023052|0.28680122|0.20528239|0.29579139|0.59409928|0.10561584|0.088317603|0.26293328|0.37024367|0.15467913|0.2089141|0.63663512|0.10101502|0.40489382|0.32436603|0.27099827|0.31224668|0.55078214|0.65625685|0.52235293|0.087139562|0.051772356|0.11332552|0.62166595|0.33581343|0.12873712|0.29976517|0.24680525|0.2471368|0.65774792|0.55669248|0.67075992|0.36316302|0.58571893|0.12473074|0.23474425|0.63381112|0.065452874|0.54961365|0.18890412|0.22473806|0.36152184|0.63663638|0.2068539|0.27374965|0.6007266|0.23443021|0.41257054|0.28911519|0.27278161|0.1082117|0.24485537|0.2501798|0.25258076|0.30731291|0.60900414|0.25401044|0.26973492|0.2368001|0.56363773|0.25896415|0.32556096|0.3168484|0.35427678|0.30603957|0.26340967|0.22490637|0.40729684|0.20821585|0.26786116|0.45299387|0.26027474|0.58036637|0.25303707|0.56141651|0.36540258|0.21219933|0.1713095|0.30492204|0.21165922|0.098474637|0.60947478|0.30429363|0.53263998|0.3291955|0.41257679|0.11902845|0.74022442|0.3136493|0.14690319|0.16017719|0.22544432|0.53920633|0.40227127|0.16467991|0.57458341|0.35398352|0.25243175|0.1573334|0.13627858|0.23697299|0.36223325|0.65774792|0.51287448|0.27056944|0.23506364|0.27659917|0.21932536|0.18444543|0.34062794|0.33725703|0.15246889|0.34337449|0.19115776|0.16187403|0.34944668|0.16722225|0.12703335|0.74816442|0.16550685|0.15431169|0.22812286|0.32989398|0.32068223|0.33602992|0.65774792|0.29011899|0.50311035|0.35311344|0.11947165|0.61642325|0.20730297|0.058908693|0.22307543|0.30783749|0.30238777|0.33820108|0.46491829|0.12022281|0.29711595|0.25106928|0.27498823
Caucho (plástico y caucho)|0.19317877|0.17845476|0.096507505|0.39358875|0.18673667|0.27631977|0.1646041|0.11164276|0.11646263|0.14484404|0.15994096|0.070927233|0.089261748|0.16383986|0.15210876|0.15501507|0.17637864|0.17091951|0.11530696|0.15521239|0.11778723|0.16224217|0.16823289|0.48997641|0.10497645|0.19071195|0.16577382|0.10639577|0.22437379|0.15937065|0.1803188|0.17025274|0.1140183|0.14952776|0.18685088|0.13734537|0.083827019|0.62411457|0.27209443|0.084165931|0.13380152|0.11690685|0.22716838|0.2407254|0.188335|0.38219261|0.1176043|0.33707684|0.13278173|0.12112448|0.12723733|0.11994158|0.15087025|0.21401916|0.2060281|0.067174569|0.16341192|0.084512681|0.099726424|0.5714165|0.23013619|0.16352604|0.067793794|0.35767567|0.064723589|0.1743336|0.14203525|0.12910223|0.1457594|0.17137566|0.15879522|0.10199053|0.14365558|0.28312075|0.1917499|0.11568321|0.16835715|0.11586572|0.042149693|0.18646732|0.15808254|0.23197632|0.11521705|0.10964422|0.10920838|0.11707167|0.13765298|0.15592547|0.42516083|0.31725699|0.12401596|0.18024167|0.141022|0.16856864|0.62411457|0.47240084|0.63778007|0.25670138|0.53790021|0.13984358|0.09506584|0.10938278|0.12480514|0.11085193|0.091107085|0.12703906|0.22196662|0.52724588|0.12262639|0.16611019|0.38898873|0.12952483|0.24469346|0.16192277|0.17191871|0.17889985|0.13146678|0.2134499|0.16210762|0.18628523|0.17901297|0.14888969|0.17499381|0.12144563|0.18086098|0.18669641|0.20369747|0.20484824|0.29561076|0.18030038|0.15588994|0.1327693|0.3562862|0.106134|0.15895984|0.11359897|0.12813964|0.52342308|0.12572564|0.10671628|0.34749675|0.14173661|0.091821745|0.21149564|0.11140117|0.2094861|0.53714585|0.21883276|0.19752142|0.15466847|0.09304595|0.083406441|0.057197403|0.17502148|0.069177166|0.080149963|0.12923935|0.062694646|0.34178722|0.081448108|0.062225014|0.17783716|0.18842217|0.077681839|0.073994368|0.19337797|0.19557334|0.62411457|0.46621805|0.19724405|0.15169421|0.20094004|0.10319009|0.098661974|0.17543861|0.16266665|0.081584036|0.32169724|0.11183539|0.073993154|0.31882024|0.079717688|0.06950146|0.15428844|0.098719671|0.088151269|0.10987256|0.19113344|0.19816315|0.18925774|0.62411457|0.23077863|0.10705161|0.3290568|0.19057202|0.55605233|0.11618958|0.13743044|0.11249165|0.13015936|0.18814245|0.22774547|0.10387092|0.1522548|0.17814402|0.14852414|0.14351994
Caucho y sus manufacturas|0.24692374|0.28093976|0.57149625|0.42451924|0.69255328|0.30139139|0.19897664|0.70911455|0.70947713|0.67723459|0.41561857|0.28006709|0.41741121|0.24120137|0.38624749|0.57711273|0.31447217|0.53180766|0.46882355|0.42112842|0.16490316|0.26565865|0.23378408|0.59707034|0.70868492|0.38884187|0.30443138|0.77512062|0.79351795|0.2677443|0.3526834|0.24358118|0.67235148|0.23579666|0.41842961|0.64130872|0.62478745|0.66118431|0.94345742|0.88479269|0.54750818|0.21650475|0.2773774|0.34540153|0.34554923|0.24139419|0.46520081|0.37614709|0.39619482|0.5657196|0.31171411|0.80382991|0.64499694|0.31211787|0.26547498|0.66689634|0.56411946|0.59370595|0.80054152|0.66795969|0.32524985|0.33741689|0.6109674|0.24707414|0.53297496|0.29068211|0.3095409|0.44948691|0.24681781|0.62556994|0.24643137|0.42851436|0.65672964|0.34339434|0.17984569|0.63922119|0.19045012|0.22016677|0.44219813|0.35628116|0.20622617|0.27688974|0.49144632|0.6398719|0.57247025|0.47049192|0.32953098|0.50676548|0.63568771|0.66940445|0.22217157|0.40177453|0.35481587|0.19118363|0.66118431|0.58114374|0.67412728|0.28490093|0.56990582|0.32773218|0.59266716|0.38854641|0.23941936|0.384363|0.63452649|0.45943242|0.31882417|0.58415675|0.66493887|0.34530264|0.47827932|0.25208813|0.36020571|0.27949768|0.29328641|0.40728134|0.26929623|0.25986153|0.37435329|0.29568496|0.84377182|0.26233953|0.24211976|0.12382688|0.80405307|0.45790339|0.3156504|0.26195443|0.31823313|0.32564366|0.75143313|0.2529335|0.39410955|0.27331915|0.4121367|0.58648658|0.28382704|0.56703711|0.37932757|0.64408374|0.2025919|0.54684156|0.22130534|0.10494845|0.63473189|0.81712234|0.60253078|0.29937813|0.51302683|0.26992941|0.52828574|0.57870251|0.71262258|0.27010232|0.35674298|0.58279896|0.70919842|0.62276459|0.39687902|0.39621538|0.78914732|0.44915858|0.28647876|0.60911483|0.5826599|0.23207775|0.26627755|0.66118431|0.51959896|0.069817103|0.17966007|0.24045497|0.27244315|0.51945788|0.22815478|0.24282207|0.7785244|0.34577107|0.47629908|0.38054079|0.34197479|0.76690179|0.53278571|0.59779632|0.52650595|0.30725452|0.13750678|0.29749292|0.25095493|0.29747123|0.66118431|0.29250914|0.56904435|0.35553527|0.7517035|0.58664185|0.47455618|0.62948453|0.35605145|0.4116475|0.51406556|0.27936822|0.75527382|0.58763194|0.27311423|0.50467992|0.41093725
Cemento|0.50442249|0.48835909|0.21893039|0.38841271|0.29244113|0.56309563|0.65296924|0.25511199|0.49141157|0.26212204|0.50831151|0.72512197|0.47269464|0.34394398|0.41525897|0.34634674|0.50258011|0.49432078|0.34210831|0.47983783|0.38356465|0.54907459|0.47136083|0.94089848|0.39460725|0.39845103|0.59597623|0.20588645|0.60423934|0.72175312|0.56607336|0.54840064|0.26650524|0.49130324|0.55433077|0.45066634|0.24099466|0.61752242|0.28253615|0.737275|0.26012433|0.45482355|0.35946476|0.67069721|0.54444665|0.37629712|0.37344629|0.62347376|0.48617038|0.59723151|0.45294115|0.37884197|0.48160642|0.60657537|0.49773473|0.75134146|0.44111556|0.43258822|0.2364745|0.60125554|0.44506845|0.50084913|0.26517022|0.35387543|0.35563785|0.51814497|0.60381663|0.43876496|0.49173588|0.42116588|0.50524646|0.23828286|0.47861615|0.38283223|0.48881054|0.44102678|0.49171203|0.30184266|0.69886696|0.5613789|0.50613904|0.56047219|0.68353641|0.43772721|0.56626904|0.26121935|0.46471956|0.38606355|0.33469546|0.31357422|0.34068978|0.5664835|0.489371|0.46522892|0.61752242|1.0|0.63131166|0.59502262|0.67819512|0.2812528|0.27143317|0.60068977|0.29250783|0.40140641|0.41149867|0.46549061|0.628654|0.66377091|0.38949746|0.55959094|1.0|0.46762201|0.61835909|0.51467484|0.49021497|0.55166042|0.64844769|0.57819587|0.43867862|0.50821614|0.39890707|0.64202106|0.56048125|0.49401951|0.48614633|0.43316147|0.46792376|0.5463565|0.4323903|0.54208237|0.4461664|0.46427345|0.69074738|0.49058646|0.52594346|0.55176818|0.56569183|0.97833335|0.51932937|0.35862571|0.71263802|0.29069951|0.33963421|0.29785588|0.40952873|0.53806162|0.94480944|0.31655735|0.48601693|0.54887384|0.2892797|0.29108426|0.3490859|0.52366579|0.35674298|0.35867572|0.41530269|0.25195041|0.49282962|0.39621538|0.4322764|0.49108225|0.56054926|0.3845737|0.31615674|0.51545948|0.60010397|0.61752242|0.68296456|0.52786171|0.44065276|0.32942092|0.46495727|0.4979398|0.56343222|0.50811535|0.33779207|0.3169606|0.41851595|0.41975155|0.3151947|0.3868039|0.30653763|0.67840898|0.36759782|0.31716049|0.51261103|0.5592947|0.58872038|0.30969617|0.61752242|0.57009715|0.8735714|0.32427526|0.38201433|0.98395312|0.49056077|0.45059294|0.48266256|0.45243615|0.47216582|0.039713554|0.81607145|0.2432383|0.25865114|0.55484921|0.52786934
Ceras|0.36820823|0.38003597|0.11188035|0.55346811|0.4397127|0.40819404|0.39421505|0.16244802|0.33018196|0.39383793|0.39312819|0.34621212|0.14949939|0.27043954|0.3435967|0.28611743|0.38220164|0.38031846|0.29419059|0.35477069|0.28000695|0.36920902|0.39028439|0.72738349|0.8549481|0.37692013|0.39705646|0.46775848|0.38481826|0.33884552|0.45674294|0.41807595|0.18134637|0.35706368|0.4392862|0.26350906|0.15361793|0.83236432|0.47475922|0.45657289|0.39434817|0.31357205|0.57087868|0.42707711|0.33103016|0.51342815|0.18514106|0.74736404|0.33163768|0.25906262|0.37930071|0.2724947|0.13254328|0.46406323|0.32255322|0.54385346|0.38394177|0.56750524|0.13882557|0.7664119|0.42484385|0.36354786|0.096364647|0.48826396|0.15054658|0.35017079|0.40181208|0.35004163|0.43460661|0.32534334|0.35986301|0.13563971|0.29626051|0.4012816|0.43118072|0.31145215|0.35505855|0.27378088|0.43052807|0.36124587|0.34513515|0.36561221|0.42230177|0.22091109|0.56857097|0.2101796|0.32651433|0.20985582|0.41490456|0.44079515|0.28558159|0.47261006|0.33546442|0.35244724|0.83236432|0.83197451|0.83766353|0.38051057|0.74281824|0.28342271|0.16299881|0.26096112|0.18438733|0.37593159|0.27784944|0.42511839|0.4272756|0.74083596|0.27136981|0.41935465|0.77564263|0.32015634|0.47198823|0.4064385|0.34166369|0.38518953|0.34579843|0.34638163|0.39104068|0.41313055|0.19367194|0.57433754|0.36700451|0.3633467|0.39543864|0.35417461|0.33050019|0.42846841|0.4323903|0.42133221|0.40304875|0.27654293|0.51326674|0.29743975|0.36810404|0.49154294|0.36096355|0.73176283|0.3876909|0.59908998|0.47273597|0.28082082|0.23866983|0.49537337|0.29708993|0.42667472|0.71960199|0.4797307|0.46950841|0.33417141|0.22376782|0.60881668|0.4743337|0.34786424|0.20962057|0.21320027|0.32934394|0.14513838|0.61862952|0.22686137|0.42401016|0.51855487|0.41450143|0.23032342|0.19930616|0.4045957|0.40269622|0.83236432|0.82116866|0.39259541|0.35105047|0.40273553|0.33906668|0.30814242|0.34836024|0.37391558|0.20331042|0.4650341|0.40744364|0.21895912|0.45726502|0.24374542|0.17763312|0.31108433|0.25858453|0.22611177|0.46395943|0.49443847|0.34304455|0.41242218|0.83236432|0.45358106|0.18979555|0.47172251|0.5624854|0.75564158|0.37910876|0.29076818|0.44766426|0.26369801|0.14594303|0.43564779|0.74702132|0.3322112|0.43670833|0.39813986|0.46131438
Cereales|0.088505358|0.072844163|0.46370298|0.12651321|0.11412197|0.079181567|0.051908273|0.068102024|0.052786261|0.0|0.089632109|0.64574635|0.63318413|0.088209778|0.086126186|0.092438444|0.1165071|0.072953351|0.023730058|0.075136647|0.03597673|0.04691381|0.077663518|0.33008566|0.027277935|0.098052844|0.091985069|0.0033574337|0.14583182|0.080603376|0.080435969|0.076803274|0.068662249|0.06212946|0.090847641|0.038866803|0.26593822|0.24599561|0.096395157|0.30540827|0.54179192|0.028550861|0.089747101|0.13715018|0.10638467|0.11264266|0.055603694|0.080324687|0.053134177|0.24212374|0.40655869|0.039307795|0.088995971|0.10027615|0.068776593|0.036862802|0.082399614|0.20203829|0.0|0.31140935|0.13631754|0.083956853|0.33252972|0.12772468|0.17794596|0.099946111|0.065404281|0.054338381|0.067228481|0.096464261|0.086184539|0.048349414|0.028973918|0.13168015|0.11400621|0.055840097|0.067331776|0.050298829|0.23721156|0.083983757|0.020468002|0.9092679|0.0|0.75202978|0.050988615|0.44430512|0.070686296|0.033554446|0.17966256|0.097506724|0.058589771|0.099874273|0.070127048|0.029333651|0.24599561|0.24411198|0.26583666|0.098390639|0.28061739|0.071357116|0.45413852|0.029918294|0.056454949|0.057403192|0.031145589|0.05093376|0.12026984|0.23181336|0.074165151|0.070857786|0.26201811|0.062390946|0.11799049|0.063696809|0.10002209|0.10250008|0.029187784|0.088469602|0.075733081|0.10287392|0.11223343|0.060746118|0.091225535|0.050900124|0.090853527|0.11444846|0.1108496|0.079626158|0.087486431|0.11314642|0.072097488|0.073806971|0.12097491|0.027605735|0.061085254|0.034747489|0.071634896|0.24240766|0.057835795|0.044283446|0.11063114|0.069850862|0.51517582|0.097638875|0.048299242|0.042088937|0.27135766|0.085218504|0.13720447|0.067784436|0.036757682|0.4842869|0.080468699|0.078996651|0.021996997|0.03712637|0.071224079|0.41454622|0.13149938|0.032532267|0.023352794|0.092593633|0.079502061|0.027846493|0.036148131|0.030446302|0.090742856|0.24599561|0.23696877|0.064559609|0.036434405|0.070423186|0.024002742|0.037707601|0.083008438|0.022389747|0.02487969|0.074263975|0.04839763|0.025808573|0.085491255|0.03191442|0.027078278|0.056559272|0.03988589|0.037344139|0.034291688|0.092807651|0.078710847|0.083733007|0.24599561|0.076677181|0.021088768|0.082822889|0.10928792|0.25529873|0.038085401|0.066491194|0.04459374|0.0|0.10780859|0.079178661|0.5866304|0.037352551|0.073503174|0.084865846|0.059958279
Cerámica|0.47530624|0.48134753|0.49465981|0.4959617|0.47161841|0.49736673|0.40506205|0.55502743|0.37671819|0.83058882|0.42786366|0.70153242|0.63087505|0.62857091|0.47313032|0.79000199|0.50258011|0.26402104|0.51863229|0.43272829|0.34372276|0.43367556|0.53525937|0.84048414|0.69461226|0.44744104|0.46983868|0.78070712|0.50735795|0.68006629|0.47598267|0.44266114|0.83239377|0.37447023|0.40323597|0.39178795|0.42655921|0.75625801|0.53600991|0.58085769|0.40810966|0.64564556|0.47913116|0.61563259|0.43579173|0.46536547|0.60150498|0.47331059|0.48617038|0.71393478|0.7363739|0.32172036|0.81641567|0.4860388|0.46013191|0.55215508|0.50011265|0.57789314|0.42083576|0.74962878|0.45990658|0.41561779|0.69895411|0.4332647|0.57209599|0.39608073|0.48458457|0.43281198|0.48589754|0.27377021|0.41389534|0.76144266|0.42682326|0.55700463|0.57908571|0.38043928|0.41928053|0.78406364|0.51376843|0.51679921|0.43713385|0.51785028|0.44329756|0.75749171|0.41122276|0.29018238|0.8291167|0.32803044|0.37420633|0.39464104|0.36908236|0.36584133|0.489371|0.43078673|0.75625801|0.93230355|0.76624334|0.45033169|0.92014396|0.71716917|0.86982679|0.60493976|0.31826746|0.36749053|0.35596368|0.38569468|0.59460056|0.73269236|0.55859506|0.48613188|0.79901546|0.46762201|0.55724692|0.40403587|0.77581269|0.55166042|0.39830741|0.35605586|0.43162826|0.46753007|0.21185991|0.46748441|0.55317998|0.68955743|0.43804783|0.30333912|0.56988043|0.43083292|0.52866292|0.51444769|0.51311028|0.44560409|0.51972795|0.37949586|0.44152826|0.81455231|0.43482238|0.7155478|0.4257721|0.56911153|0.78809625|0.42593545|0.74506319|0.45359114|0.40952873|0.42418888|0.28583714|0.55593669|0.47232273|0.44632047|0.66581059|0.74544013|0.5812223|0.49100664|0.66573977|0.72877181|0.41530269|0.61746764|0.50914168|0.39621538|0.48804793|0.34627473|0.46773592|0.3845737|0.51827335|0.42581663|0.5167591|0.75625801|0.86986113|0.47427398|0.72877359|0.51649362|0.3994453|0.36340994|0.4904356|0.4295454|0.51271486|0.41050315|0.42711863|0.27825084|0.42311782|0.60631508|0.64282072|0.54105896|0.23644979|0.30961457|0.4147462|0.5144549|0.58872038|0.4365319|0.75625801|0.50155079|0.37145469|0.41881043|0.24353266|0.77045256|0.79463947|0.38903385|0.40558195|0.80433661|0.33582816|0.54734629|0.57530826|0.14972314|0.5033803|0.44438717|0.32042119
Cerámica, arcilla y piedra|0.34491181|0.19212016|0.43707964|0.37247524|0.36804253|0.31117517|0.36582252|0.57894939|0.31503069|0.48585719|0.42028943|0.40640888|0.39159158|0.22585168|0.39804992|0.56636596|0.42983148|0.51182437|0.42849901|0.40701017|0.62458026|0.37425643|0.31604818|0.70029283|0.51397449|0.48808682|0.41445026|0.56336826|0.47030285|0.3116129|0.3238171|0.31635249|0.6613878|0.41778725|0.35696661|0.17913948|0.47873223|0.59672368|0.3390345|0.49913079|0.56378669|0.36647147|0.24487197|0.48910937|0.3885715|0.36371788|0.19556564|0.68420517|0.40018392|0.66815716|0.41517216|0.51327193|0.25019905|0.41577625|0.36803326|0.73484242|0.19046454|0.62326521|0.44264594|0.59052461|0.39522868|0.27757508|0.35582361|0.21664506|0.45973855|0.43283677|0.42499506|0.21478835|0.43927324|0.26281217|0.2765097|0.34489465|0.28669134|0.30597627|0.31445444|0.32742643|0.63249028|0.17892995|0.6098392|0.45373666|0.34751913|0.34313661|0.66107786|0.42016172|0.69493103|0.19515139|0.27390516|0.17467636|0.62996846|0.29696736|0.20792314|0.2310877|0.3836711|0.38197309|0.59672368|0.64707887|0.61310095|0.34036598|0.57300639|0.24979311|0.13083935|0.54763544|0.21926171|0.3602424|0.33196044|0.34987161|0.55783862|0.57052654|0.64042598|0.40958023|0.70518005|0.38035619|0.42494029|0.42119196|0.27056354|0.30973241|0.77791554|0.26927769|0.23356634|0.40460688|0.22218618|0.41023511|0.48502901|0.38370931|0.33797145|0.24456604|0.45066369|0.34055394|0.30818686|0.47200438|0.39364168|0.40080184|0.38358784|0.33630306|0.40974027|0.69131601|0.37999976|0.58383608|0.37336925|0.72344077|0.80667531|0.3535378|0.29744619|0.40398619|0.55279988|0.30242985|0.20745687|0.45517066|0.70099723|0.39625818|0.41502422|0.35279554|0.6973803|0.82549572|0.26552629|0.27293545|0.35519955|0.19045423|0.37751251|0.30148053|0.61084795|0.47137713|0.33704752|0.29437897|0.74955165|0.28815773|0.34265116|0.59672368|0.55282891|0.17476045|0.72088146|0.29828703|0.32123226|0.39736366|0.39579552|0.27362716|0.25223613|0.30254483|0.27589405|0.34991047|0.3025943|0.80191267|0.51096094|0.55247754|0.55187863|0.27565989|0.31065655|0.46943486|0.32817027|0.34082058|0.59672368|0.32139927|0.59776914|0.30970433|0.23295951|0.6130845|0.43947282|0.24605036|0.30478644|0.71377921|0.45888931|0.30627686|0.51465976|0.56700188|0.41512251|0.5023182|0.40619758
